text,label,stance
The dominance of #Islam becomes evident when a smartphone types #Ramayana as #Ramadan. Allah hu Akbar! #SemST,1,atheism
It was great to meet the staff from @user to better understand their roles and how they can help local groups #BHA2015 #SemST,1,atheism
Don't wait. The time will never be just right. #thoughtoftheday #JUSTDOIT #SemST,0,atheism
"@user @user Yeah, right? Lol wink wink nudge nudge. The greatest part is how ""God's"" playing along! #religiondoesharm #SemST",2,atheism
All we need is to go back to our roots and get closer to nature.  #simplelife #liveeasy #foodforall #goslow #SemST,0,atheism
"atheism involves what a person does or does not believe, agnosticism involves what a person does or does not know.  #Waterford #SemST",0,atheism
Be still. Be patient. Watch and let God work. #SemST,1,atheism
You better go get my ball.... #SemST,0,atheism
...because #god made it that way is literally not ever the answer. Keep curiosity alive. #SemST,2,atheism
"You are the strength of my life, Lord. #SemST",1,atheism
"I don't want the Government spying on me, I want God doing that. #bible #god #tcot #p2 #SemST",1,atheism
"I pray for a hedge of protection around my mind, body, finances, possessions, and family in the name of Jesus. #SemST",1,atheism
"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing #SemST",2,atheism
"I am your cover girl. I make up for your lacks and deficiencies. I'm your very foundation, see I blend with you perfectly. #SemST",0,atheism
"I see more and more people each day question God's work and why he does things. If you believe, you shouldn't have any questions. #SemST",1,atheism
Everyone is able to believe in whatever they want. #Freedom #SemST,2,atheism
"Because He has inclined His ear to me, therefore I will call upon Him as long as I live Ps 116:2 #SemST",1,atheism
"A win for health care, a win for love. It's been a good two days. #SemST",0,atheism
RT @user The man of God is humble in spirit; he retains honor -Prov. 29:23 #SemST,1,atheism
Will you fail an already win?...just to call it quits on God?! Believe he will and he can! #SemST,1,atheism
"Restore to me the joy of your salvation and grant me a willing spirit, to sustain me. (Psalm 51:12 NIV) #WordOfLife #SemST",1,atheism
Our Father who art in heaven hallowed be Thy name. Thy kingdom come. Thy will be done on earth as it is in heaven #rosary #teamjesus #SemST,1,atheism
I am against religion because it teaches us to be satisfied with not understanding the world. - @user #SemST,2,atheism
"What happened to this world! Attacks in France, Tunisia and Kuwait Kill Dozens!! Is this what you do in Ramadan!!!!? #shameless #SemST",0,atheism
Prayer is a gift. Trusting and walking in it is a blessing. #Yeshua #GetToKnowHim #RelationshipIsKey #KeepWalkingByFaith #SemST,1,atheism
Many doctrines have been created so Christians could save face #truth #theology #SemST,2,atheism
@user @user Read a book that isn't about a burning bush and maybe you'll learn something #LoveWins #SemST,2,atheism
We look forward to Birmingham in 2016! #BHA2015 #BHA2016 #SemST,1,atheism
"@user  It's very cool, but it's not evidence for any #god. Is that what you're implying?  #SemST",2,atheism
RT @user Jesus is my peace. #SemST,1,atheism
"I bought the world and sold my heart, You traded heaven to have me again. #SemST",1,atheism
Thou shall think for ones self. #freethought #freethinker #reality #SemST,2,atheism
"Personally, I know many Christians who are #agnostic - John Simms #spirituality #stlouis #truth #reality #SemST",1,atheism
@user come on I'm waiting for you to discover me #suppertalented #dreamer #golds #EmpireFOX #Humble #motivation  #SemST,1,atheism
"Before any African American goes to church, they should realize that their make believe god supported their slavery.  #SemST",2,atheism
"#AskBobby If you were president, would you institute the Christian version of Sharia Law?  #SemST",1,atheism
True community is being able to disagree and still love one another. #roadtolife #SemST,0,atheism
#GOSPELBEAT RT TheKurtCarr: There's NOBODY like our God! He's the GREATEST Power! #SemST,1,atheism
What I see in the natural will not stop what God is getting ready to release in the supernatual. #SemST,1,atheism
Its #gamenight w @user @user n Malden 2night @ 730 @user #freethought #humanist #none #Community #SemST,1,atheism
It's #PrayerTime! Call in 7AM Friday 605-475-3220 access code: 685783 #PrayForCharleston #prayforUSA #atlprayer #theLifeLine #SemST,1,atheism
I could never take the idea of religion very seriously. ~Joyce Carol Oates #SemST,1,atheism
#WhatIKnowAboutIslam helped me 2 find The Truth in other religions #Christianity #Buddhism #Judaism & in #SemST,1,atheism
"If we are unsure whether something is halal or haram, we should leave it - this will #safeguard our #deen #rule #SemST",1,atheism
"Lord, You are my Hope! In You I will always trust. #SemST",1,atheism
"Clear your thoughts, look up to the sky, SOMEONE there is looking after you. #God #islam #SemST",1,atheism
Impressed with the nice Tunisians. Not impressed with religion; a major cause of so much heartache & death. #remembertunisia #SemST,2,atheism
@user @user will be there with a few friends. Looking forward to it. #SemST,1,atheism
Peace I leave with you; my peace I give to you. | John 14:27a | #SemST,1,atheism
"#God, because you hold us close, give us the courage to let go when we need to. #SemST",1,atheism
"Never give up, you beautiful fuckers. #Optimism #MotivationalDemotivational #SemST",0,atheism
"Whoever is not kind to the younger ones, or does not respect the elders is not from my nation"" -Prophet Muhammad (PBUH #islam #SemST",1,atheism
"BIBLE EXPO! here at  TRUTHCASTER,COM  Please come. Thanks! #Bible #Expo #Truths #SemST",1,atheism
Thankful for another day of this awesome life God has given us :) #peace #thankful #goodFather #abundant #joy #life #goodness #SemST,1,atheism
@user When r u going to stand up against the stupidity of faith; belief w/o evidence? #FuckReligion #FuckJesus #SemST,2,atheism
Remeber...the difference between stumbling blocks and stepping stones...is how you use them. #servantleader #leadership  #SemST,0,atheism
"@user in Alberta, she could receive abstinence misinfo & shame in a public school and be forced to pray.  #abed not #SemST",2,atheism
"@user I don't trust you performing your ""science-based medicine"" on children.  I don't think it's science, or why reiterate? #SemST",1,atheism
It doesn't matter where you're going -but it does matter- who you are becoming #priorities #process #SemST,0,atheism
"STOP! Hold your peace and allow the All Powerful God time to fight the battle. Then, ""You Win!"" #believe #truth #hope #ButGod #SemST",1,atheism
My connection to #God allows me to create all the good in my live. #SemST,1,atheism
"The devil is our enemy, and our mind is the battleground he plays in. -Josh Ricketson #RUSH #RUSHSWAG #SemST",1,atheism
"And We created not the heavens and the earth, and all that is between them, for mere play,  [Quran 44:38]  #athiest  #SemST",1,atheism
I'm not reading that mother fucking book because a human wrote it! #religiousfreedom #Humanslie #SemST,2,atheism
Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker #SemST,2,atheism
countless more will die until this race will die by self inflicted genocide #kuwait #shunpoliticalislam #SemST,0,atheism
"What is the purpose of life?"" & ""Why are we here?"" #Islam is providing clear and concise answers for these questions.#islam #SemST",1,atheism
I bind and rebuke all demons of jihad in the name of Jesus. #SemST,1,atheism
"If you don't feel the need for God/Love, then you don't desire God.  #truth #love #SemST",1,atheism
"Humanity is deeper than race, gender and religion... it's LOVE! #love #INV #life #humanity #race #sex #gender #SemST",0,atheism
"We love not by finding a perfect person, but by learning to see an imperfect person perfectly. #love #SemST",0,atheism
"Let us offer through Jesus a continual sacrafice of praise to God, proclaiming our allegiance to his name.  Hebrews13:15NLT #God #SemST",1,atheism
@user and you don't support equality because of a myth... something has got you ALL messed up.  #SemST,0,atheism
Therefore confess your sins to each other and pray for each other so that you may be healed. James 5:16 #men #accountability #god #SemST,1,atheism
":) May Your Heart Be Firmly Fixed, Trusting The LORD...  He Shall Not Falter, He Cannot Fail... May His Breath Guide Your Sail...  #SemST",1,atheism
RT @user Let the scepter of Your kingdom be released -Heb. 1:8 #SemST,1,atheism
Any sane person who advocates positive change in the world would be against religion. It's easy to see the damage it does. #SemST,2,atheism
Religions stopped being credible the minute the first dinosaur fossil was found.   #SemST,2,atheism
This is the Day that The LORD has made. Let us rejoice and be glad in it!!!! #Sunday #SemST,1,atheism
@user @user @user Good luck with that. #separationofchurchandstate #TING #GWG #GFYH #SemST,0,atheism
I adore the women the Lord is making me into! Wow.#forevergrateful #beingme #thisiswhoIwasmeanttobeallalong #free #SemST,1,atheism
#Life is a STATION not a DESTINATION #islam #SemST,1,atheism
Thou shalt not boil a kid in its mother's milkExodus23:19  Thank god I'm an atheist! #FUNDAMENTIA #BibleVerses #god #christianity #SemST,2,atheism
You can't reason with crazy. You are crazy just for trying. Damn! I guess we are all crazy. #Humans #SemST,0,atheism
God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe #SemST,1,atheism
A big MUAH to everyone in America! #LoveWins #MarriageEquality #SemST,0,atheism
@user Ignorance does that to people. Gotta love them so they can learn to love AS WELL. #EndRacism #LoveYourNeighbor #Peace #SemST,1,atheism
"1 Corinthians 13:13 ""So now faith, hope, and love abide, these three;  but the greatest of these is love."" #God #Love #Hope #Bible #SemST",1,atheism
"Prophet Muhammad said: ""Exchange gift for it will increase your love towards one another."" #islam #world #Quran #SemST",1,atheism
"RT @user #Pray for orphans in #NorthKorea,who over the years found themselves homeless.#TeamJesusTweeters #SemST",1,atheism
@user I wish I could eliminate culture. That is the new #SemST,0,atheism
@user which god? Yours? not mine. oh wait i don't have one. #LoveWins #SemST,2,atheism
"One of my favorite quotes of all-time! ""Change your thoughts and you change your world"" ~ Norman Vincent Peale #Positivity! #SemST",0,atheism
